clientCoordinates,API_Type,nbUsages,diversityUsages
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/internet/MimeMultipart,10,3
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/Authenticator,2,1
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/BodyPart,4,3
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/Message$RecipientType,9,1
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/Multipart,4,1
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/PasswordAuthentication,1,1
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/Session,6,2
org.skinny-framework:skinny-mailer_2.11:1.3.9,javax/mail/Transport,11,3
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/internet/InternetAddress,4,2
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/internet/MimeBodyPart,19,1
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/internet/MimeMessage,76,4
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/internet/MimeMultipart,10,3
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/Authenticator,2,1
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/BodyPart,4,3
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/Message$RecipientType,9,1
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/Multipart,4,1
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/PasswordAuthentication,1,1
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/Session,6,2
org.skinny-framework:skinny-mailer_2.11:1.3.8,javax/mail/Transport,11,3
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/internet/InternetAddress,4,2
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/internet/MimeBodyPart,19,1
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/internet/MimeMessage,76,4
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/internet/MimeMultipart,10,3
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/Authenticator,2,1
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/BodyPart,4,3
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/Message$RecipientType,9,1
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/Multipart,4,1
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/PasswordAuthentication,1,1
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/Session,6,2
org.skinny-framework:skinny-mailer_2.10:1.3.9,javax/mail/Transport,11,3
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/internet/InternetAddress,4,2
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/internet/MimeBodyPart,19,1
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/internet/MimeMessage,76,4
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/internet/MimeMultipart,10,3
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/Authenticator,2,1
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/BodyPart,4,3
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/Message$RecipientType,9,1
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/Multipart,4,1
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/PasswordAuthentication,1,1
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/Session,6,2
org.skinny-framework:skinny-mailer_2.10:1.3.7,javax/mail/Transport,11,3
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/internet/InternetAddress,4,2
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/internet/MimeBodyPart,19,1
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/internet/MimeMessage,76,4
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/internet/MimeMultipart,10,3
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/Authenticator,2,1
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/BodyPart,4,3
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/Message$RecipientType,9,1
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/Multipart,4,1
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/PasswordAuthentication,1,1
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/Session,6,2
org.skinny-framework:skinny-mailer_2.10:1.3.8,javax/mail/Transport,11,3
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/AddressException,2,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/InternetAddress,17,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/MimeBodyPart,14,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/MimeMessage,28,2
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/MimeMultipart,15,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/MimePart,4,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/internet/MimeUtility,1,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/BodyPart,1,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/Message$RecipientType,9,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/MessagingException,2,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/Session,4,1
org.springframework:spring-context-support:3.2.7.RELEASE,javax/mail/Transport,4,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/internet/InternetAddress,7,2
org.apache.oozie:oozie-core:4.3.1,javax/mail/internet/MimeBodyPart,5,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/internet/MimeMessage,2,2
org.apache.oozie:oozie-core:4.3.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/internet/MimeMultipart,1,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/Address,1,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/Authenticator,2,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/Message,11,2
org.apache.oozie:oozie-core:4.3.1,javax/mail/Message$RecipientType,3,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/Multipart,2,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/PasswordAuthentication,1,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/SendFailedException,1,1
org.apache.oozie:oozie-core:4.3.1,javax/mail/Session,5,2
org.apache.oozie:oozie-core:4.3.1,javax/mail/Transport,2,2
org.apache.oozie:oozie-core:5.0.0,javax/mail/internet/InternetAddress,7,2
org.apache.oozie:oozie-core:5.0.0,javax/mail/internet/MimeBodyPart,5,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/internet/MimeMessage,2,2
org.apache.oozie:oozie-core:5.0.0,javax/mail/internet/MimeMessage$RecipientType,1,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/internet/MimeMultipart,1,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/Address,1,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/Authenticator,2,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/Message,11,2
org.apache.oozie:oozie-core:5.0.0,javax/mail/Message$RecipientType,3,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/Multipart,2,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/PasswordAuthentication,1,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/SendFailedException,1,1
org.apache.oozie:oozie-core:5.0.0,javax/mail/Session,5,2
org.apache.oozie:oozie-core:5.0.0,javax/mail/Transport,2,2
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/internet/InternetAddress,7,2
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/internet/MimeBodyPart,5,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/internet/MimeMessage,2,2
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/internet/MimeMultipart,1,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Address,1,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Authenticator,2,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Message,11,2
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Message$RecipientType,3,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Multipart,2,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/PasswordAuthentication,1,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/SendFailedException,1,1
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Session,5,2
org.apache.oozie:oozie-core:5.0.0-beta1,javax/mail/Transport,2,2
org.b3log:latke:2.3.20,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.20,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.20,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.20,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.20,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.20,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.20,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.20,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.20,javax/mail/Session,2,1
org.b3log:latke:2.3.20,javax/mail/Transport,2,2
org.b3log:latke:2.3.19,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.19,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.19,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.19,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.19,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.19,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.19,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.19,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.19,javax/mail/Session,2,1
org.b3log:latke:2.3.19,javax/mail/Transport,2,2
org.b3log:latke:2.3.12,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.12,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.12,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.12,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.12,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.12,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.12,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.12,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.12,javax/mail/Session,2,1
org.b3log:latke:2.3.12,javax/mail/Transport,2,2
org.b3log:latke:2.3.14,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.14,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.14,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.14,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.14,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.14,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.14,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.14,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.14,javax/mail/Session,2,1
org.b3log:latke:2.3.14,javax/mail/Transport,2,2
org.b3log:latke:2.3.13,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.13,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.13,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.13,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.13,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.13,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.13,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.13,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.13,javax/mail/Session,2,1
org.b3log:latke:2.3.13,javax/mail/Transport,2,2
org.b3log:latke:2.3.15,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.15,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.15,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.15,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.15,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.15,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.15,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.15,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.15,javax/mail/Session,2,1
org.b3log:latke:2.3.15,javax/mail/Transport,2,2
org.b3log:latke:2.3.10,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.10,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.10,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.10,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.10,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.10,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.10,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.10,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.10,javax/mail/Session,2,1
org.b3log:latke:2.3.10,javax/mail/Transport,2,2
org.b3log:latke:2.3.11,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.11,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.11,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.11,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.11,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.11,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.11,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.11,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.11,javax/mail/Session,2,1
org.b3log:latke:2.3.11,javax/mail/Transport,2,2
org.b3log:latke:2.3.16,javax/mail/internet/InternetAddress,4,2
org.b3log:latke:2.3.16,javax/mail/internet/MimeMessage,10,2
org.b3log:latke:2.3.16,javax/mail/internet/MimeMessage$RecipientType,1,1
org.b3log:latke:2.3.16,javax/mail/internet/MimeUtility,1,1
org.b3log:latke:2.3.16,javax/mail/Authenticator,4,2
org.b3log:latke:2.3.16,javax/mail/Message$RecipientType,1,1
org.b3log:latke:2.3.16,javax/mail/MessagingException,4,1
org.b3log:latke:2.3.16,javax/mail/PasswordAuthentication,2,2
org.b3log:latke:2.3.16,javax/mail/Session,2,1
org.b3log:latke:2.3.16,javax/mail/Transport,2,2
com.eduworks:ew.common:5.9.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.9.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.9.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.9.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.9.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.9.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.9.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.9.1,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.9.1,javax/mail/Session,1,1
com.eduworks:ew.common:5.9.1,javax/mail/Transport,2,1
com.eduworks:ew.common:5.9.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.9.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.9.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.9.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.9.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.9.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.9.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.9.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.9.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.9.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.8.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.8.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.8.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.8.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.8.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.8.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.8.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.8.1,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.8.1,javax/mail/Session,1,1
com.eduworks:ew.common:5.8.1,javax/mail/Transport,2,1
com.eduworks:ew.common:5.8.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.8.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.8.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.8.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.8.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.8.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.8.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.8.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.8.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.8.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.7.3,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.7.3,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.7.3,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.7.3,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.7.3,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.7.3,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.7.3,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.7.3,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.7.3,javax/mail/Session,1,1
com.eduworks:ew.common:5.7.3,javax/mail/Transport,2,1
com.eduworks:ew.common:5.7.2,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.7.2,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.7.2,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.7.2,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.7.2,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.7.2,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.7.2,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.7.2,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.7.2,javax/mail/Session,1,1
com.eduworks:ew.common:5.7.2,javax/mail/Transport,2,1
com.eduworks:ew.common:5.6.2,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.6.2,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.6.2,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.6.2,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.6.2,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.6.2,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.6.2,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.6.2,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.6.2,javax/mail/Session,1,1
com.eduworks:ew.common:5.6.2,javax/mail/Transport,2,1
com.eduworks:ew.common:5.7.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.7.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.7.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.7.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.7.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.7.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.7.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.7.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.7.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.7.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.7.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.7.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.7.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.7.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.7.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.7.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.7.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.7.1,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.7.1,javax/mail/Session,1,1
com.eduworks:ew.common:5.7.1,javax/mail/Transport,2,1
com.eduworks:ew.common:5.6.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.6.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.6.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.6.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.6.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.6.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.6.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.6.1,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.6.1,javax/mail/Session,1,1
com.eduworks:ew.common:5.6.1,javax/mail/Transport,2,1
com.eduworks:ew.common:5.6.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.6.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.6.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.6.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.6.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.6.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.6.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.6.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.6.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.6.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.5.2,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.5.2,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.5.2,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.5.2,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.5.2,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.5.2,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.5.2,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.5.2,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.5.2,javax/mail/Session,1,1
com.eduworks:ew.common:5.5.2,javax/mail/Transport,2,1
com.eduworks:ew.common:5.5.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.5.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.5.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.5.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.5.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.5.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.5.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.5.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.5.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.5.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.4.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.4.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.4.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.4.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.4.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.4.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.4.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.4.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.4.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.4.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.5.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.5.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.5.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.5.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.5.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.5.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.5.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.5.1,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.5.1,javax/mail/Session,1,1
com.eduworks:ew.common:5.5.1,javax/mail/Transport,2,1
com.eduworks:ew.common:5.3.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.3.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.3.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.3.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.3.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.3.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.3.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.3.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.3.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.3.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.2.0,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.2.0,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.2.0,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.2.0,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.2.0,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.2.0,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.2.0,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.2.0,javax/mail/PasswordAuthentication,3,1
com.eduworks:ew.common:5.2.0,javax/mail/Session,1,1
com.eduworks:ew.common:5.2.0,javax/mail/Transport,2,1
com.eduworks:ew.common:5.14.1,javax/mail/internet/InternetAddress,4,1
com.eduworks:ew.common:5.14.1,javax/mail/internet/MimeBodyPart,1,1
com.eduworks:ew.common:5.14.1,javax/mail/internet/MimeMessage,10,1
com.eduworks:ew.common:5.14.1,javax/mail/internet/MimeMultipart,2,1
com.eduworks:ew.common:5.14.1,javax/mail/Authenticator,2,1
com.eduworks:ew.common:5.14.1,javax/mail/BodyPart,1,1
com.eduworks:ew.common:5.14.1,javax/mail/Message$RecipientType,2,1
com.eduworks:ew.common:5.14.1,javax/mail/PasswordAuthentication,3,1
