clientCoordinates,API_Type,nbUsages,diversityUsages
com.github.sogyf:jfinal-app:0.0.9,javax/mail/internet/InternetAddress,4,2
com.github.sogyf:jfinal-app:0.0.9,javax/mail/internet/MimeMessage,1,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/Authenticator,2,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/BodyPart,6,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/Multipart,2,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/Part,15,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/PasswordAuthentication,1,1
com.github.sogyf:jfinal-app:0.0.9,javax/mail/Session,5,2
org.mycore:mycore-base:2018.05,javax/mail/internet/InternetAddress,4,1
org.mycore:mycore-base:2018.05,javax/mail/internet/MimeBodyPart,9,1
org.mycore:mycore-base:2018.05,javax/mail/internet/MimeMessage,9,1
org.mycore:mycore-base:2018.05,javax/mail/internet/MimeMultipart,4,1
org.mycore:mycore-base:2018.05,javax/mail/Authenticator,2,1
org.mycore:mycore-base:2018.05,javax/mail/Message$RecipientType,2,1
org.mycore:mycore-base:2018.05,javax/mail/Multipart,3,1
org.mycore:mycore-base:2018.05,javax/mail/PasswordAuthentication,1,1
org.mycore:mycore-base:2018.05,javax/mail/Session,3,1
org.mycore:mycore-base:2018.05,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.10,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.10,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.10,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.10,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.10,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.10,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.10,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.13,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.13,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.13,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.13,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.13,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.13,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.13,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.18,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.18,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.18,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.18,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.18,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.18,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.18,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.4,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.4,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.4,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.4,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.4,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.4,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.4,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.5,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.5,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.5,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.5,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.5,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.5,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.5,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.15,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.15,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.15,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.15,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.15,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.15,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.15,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.11,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.11,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.11,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.11,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.11,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.11,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.11,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.14,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.14,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.14,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.14,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.14,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.14,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.14,javax/mail/Transport,1,1
com.github.skarpushin:summerb:2.5.16,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.16,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.16,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.16,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.16,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.16,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.16,javax/mail/Transport,1,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/AddressException,2,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/InternetAddress,17,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/MimeBodyPart,14,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/MimeMessage,28,2
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/MimeMultipart,15,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/MimePart,4,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/internet/MimeUtility,1,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/BodyPart,1,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/Message$RecipientType,9,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/MessagingException,2,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/Session,4,1
org.springframework:spring-context-support:3.2.14.RELEASE,javax/mail/Transport,4,1
org.xmlactions:axelframework:2.2.2,javax/mail/internet/InternetAddress,3,1
org.xmlactions:axelframework:2.2.2,javax/mail/internet/MimeBodyPart,4,1
org.xmlactions:axelframework:2.2.2,javax/mail/internet/MimeMessage,5,1
org.xmlactions:axelframework:2.2.2,javax/mail/Authenticator,2,1
org.xmlactions:axelframework:2.2.2,javax/mail/Message,3,1
org.xmlactions:axelframework:2.2.2,javax/mail/Message$RecipientType,1,1
org.xmlactions:axelframework:2.2.2,javax/mail/Multipart,6,1
org.xmlactions:axelframework:2.2.2,javax/mail/Part,21,1
org.xmlactions:axelframework:2.2.2,javax/mail/PasswordAuthentication,1,1
org.xmlactions:axelframework:2.2.2,javax/mail/Session,4,1
org.xmlactions:axelframework:2.2.2,javax/mail/Transport,4,1
org.xmlactions:axelframework:2.2.3,javax/mail/internet/InternetAddress,3,1
org.xmlactions:axelframework:2.2.3,javax/mail/internet/MimeBodyPart,4,1
org.xmlactions:axelframework:2.2.3,javax/mail/internet/MimeMessage,5,1
org.xmlactions:axelframework:2.2.3,javax/mail/Authenticator,2,1
org.xmlactions:axelframework:2.2.3,javax/mail/Message,3,1
org.xmlactions:axelframework:2.2.3,javax/mail/Message$RecipientType,1,1
org.xmlactions:axelframework:2.2.3,javax/mail/Multipart,6,1
org.xmlactions:axelframework:2.2.3,javax/mail/Part,21,1
org.xmlactions:axelframework:2.2.3,javax/mail/PasswordAuthentication,1,1
org.xmlactions:axelframework:2.2.3,javax/mail/Session,4,1
org.xmlactions:axelframework:2.2.3,javax/mail/Transport,4,1
org.xmlactions:axelframework:2.2.1,javax/mail/internet/InternetAddress,3,1
org.xmlactions:axelframework:2.2.1,javax/mail/internet/MimeBodyPart,4,1
org.xmlactions:axelframework:2.2.1,javax/mail/internet/MimeMessage,5,1
org.xmlactions:axelframework:2.2.1,javax/mail/Authenticator,2,1
org.xmlactions:axelframework:2.2.1,javax/mail/Message,3,1
org.xmlactions:axelframework:2.2.1,javax/mail/Message$RecipientType,1,1
org.xmlactions:axelframework:2.2.1,javax/mail/Multipart,6,1
org.xmlactions:axelframework:2.2.1,javax/mail/Part,21,1
org.xmlactions:axelframework:2.2.1,javax/mail/PasswordAuthentication,1,1
org.xmlactions:axelframework:2.2.1,javax/mail/Session,4,1
org.xmlactions:axelframework:2.2.1,javax/mail/Transport,4,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/AddressException,2,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/InternetAddress,17,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/MimeBodyPart,14,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/MimeMessage,28,2
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/MimeMultipart,15,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/MimePart,4,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/internet/MimeUtility,1,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/BodyPart,1,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/Message$RecipientType,9,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/MessagingException,2,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/Session,4,1
org.springframework:spring-context-support:3.2.13.RELEASE,javax/mail/Transport,4,1
de.whitefrog:froggy-base:0.0.1,javax/mail/internet/MimeUtility,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/internet/InternetAddress,2,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/internet/MimeBodyPart,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/internet/MimeMessage,7,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/internet/MimeMultipart,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/BodyPart,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/Message$RecipientType,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/Multipart,1,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/Session,2,1
com.salesforce.argus:argus-core:2.7.1,javax/mail/Transport,2,1
com.github.senssic:sc-mail:1.0.0,javax/mail/internet/InternetAddress,6,1
com.github.senssic:sc-mail:1.0.0,javax/mail/internet/MimeBodyPart,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/internet/MimeMessage,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/internet/MimeMultipart,2,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Authenticator,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/BodyPart,4,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Message,15,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Message$RecipientType,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/MessagingException,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Multipart,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/PasswordAuthentication,1,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Session,3,1
com.github.senssic:sc-mail:1.0.0,javax/mail/Transport,3,1
com.easycodebox:easycode-common:0.2.1,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.1,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.1,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.1,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.1,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.1,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.1,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.1,javax/mail/Transport,2,1
com.easycodebox:easycode-common:0.2.5,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.5,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.5,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.5,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.5,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.5,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.5,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.5,javax/mail/Transport,2,1
com.easycodebox:easycode-common:0.3.0,javax/mail/internet/InternetAddress,1,1
com.easycodebox:easycode-common:0.3.0,javax/mail/internet/MimeMessage,5,2
com.easycodebox:easycode-common:0.3.0,javax/mail/Address,1,1
com.easycodebox:easycode-common:0.3.0,javax/mail/Message$RecipientType,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.4,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.4,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.4,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.4,javax/mail/Transport,2,1
com.easycodebox:easycode-common:0.2.2,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.2,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.2,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.2,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.2,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.2,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.2,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.2,javax/mail/Transport,2,1
com.easycodebox:easycode-common:0.3.1,javax/mail/internet/InternetAddress,1,1
com.easycodebox:easycode-common:0.3.1,javax/mail/internet/MimeMessage,5,2
com.easycodebox:easycode-common:0.3.1,javax/mail/Address,1,1
com.easycodebox:easycode-common:0.3.1,javax/mail/Message$RecipientType,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.3,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.3,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.3,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.3,javax/mail/Transport,2,1
com.easycodebox:easycode-common:0.2.0,javax/mail/internet/InternetAddress,7,1
com.easycodebox:easycode-common:0.2.0,javax/mail/internet/MimeBodyPart,1,1
com.easycodebox:easycode-common:0.2.0,javax/mail/internet/MimeMessage,2,1
com.easycodebox:easycode-common:0.2.0,javax/mail/internet/MimeMultipart,1,1
com.easycodebox:easycode-common:0.2.0,javax/mail/internet/MimeUtility,2,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Authenticator,3,1
com.easycodebox:easycode-common:0.2.0,javax/mail/BodyPart,1,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Message,10,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Message$RecipientType,2,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Multipart,1,1
com.easycodebox:easycode-common:0.2.0,javax/mail/PasswordAuthentication,1,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Session,2,1
com.easycodebox:easycode-common:0.2.0,javax/mail/Transport,2,1
com.github.skarpushin:summerb:2.5.3,javax/mail/internet/InternetAddress,2,1
com.github.skarpushin:summerb:2.5.3,javax/mail/internet/MimeMessage,7,1
com.github.skarpushin:summerb:2.5.3,javax/mail/Authenticator,3,2
com.github.skarpushin:summerb:2.5.3,javax/mail/Message$RecipientType,1,1
com.github.skarpushin:summerb:2.5.3,javax/mail/PasswordAuthentication,2,1
com.github.skarpushin:summerb:2.5.3,javax/mail/Session,2,1
com.github.skarpushin:summerb:2.5.3,javax/mail/Transport,1,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/Authenticator,2,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/Session,1,1
org.gridgain:gridgain-hadoop2:6.1.1,javax/mail/Transport,1,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/Authenticator,2,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/Session,1,1
org.gridgain:gridgain-streaming:6.1.1,javax/mail/Transport,1,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/Authenticator,2,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/Session,1,1
org.gridgain:gridgain-datagrid:6.1.1,javax/mail/Transport,1,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/Authenticator,2,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/Session,1,1
org.gridgain:gridgain-hadoop1:6.1.1,javax/mail/Transport,1,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/Authenticator,2,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/Session,1,1
org.gridgain:gridgain-platform:6.1.1,javax/mail/Transport,1,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/Authenticator,2,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/Session,1,1
org.gridgain:gridgain-datagrid:6.1.5,javax/mail/Transport,1,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/internet/InternetAddress,2,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/internet/MimeMessage,7,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/internet/MimeMessage$RecipientType,1,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/Authenticator,2,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/PasswordAuthentication,1,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/Session,1,1
org.gridgain:gridgain-platform:6.1.6,javax/mail/Transport,1,1
com.idilia:idilia-java-sdk:1.1.11,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.11,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.11,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.13,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.13,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.13,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.10,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.10,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.10,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.4,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.4,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.4,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.2,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.2,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.2,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.0.2,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.0.2,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.0.2,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.0.0,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.0.0,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.0.0,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.0.1,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.0.1,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.0.1,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.1,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.1,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.1,javax/mail/BodyPart,9,2
com.idilia:idilia-java-sdk:1.1.0,javax/mail/util/ByteArrayDataSource,2,2
com.idilia:idilia-java-sdk:1.1.0,javax/mail/internet/MimeMultipart,7,2
com.idilia:idilia-java-sdk:1.1.0,javax/mail/BodyPart,9,2
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/internet/InternetAddress,5,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/internet/MimeBodyPart,2,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/internet/MimeMessage,11,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/internet/MimeMultipart,1,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/internet/MimeUtility,1,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/BodyPart,3,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/Message$RecipientType,5,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/Multipart,3,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/Session,4,1
com.github.javahaohao:utils:2.0-RELEASE,javax/mail/Transport,3,1
com.github.javahaohao:utils:1.9,javax/mail/internet/InternetAddress,5,1
com.github.javahaohao:utils:1.9,javax/mail/internet/MimeBodyPart,2,1
com.github.javahaohao:utils:1.9,javax/mail/internet/MimeMessage,11,1
com.github.javahaohao:utils:1.9,javax/mail/internet/MimeMultipart,1,1
com.github.javahaohao:utils:1.9,javax/mail/internet/MimeUtility,1,1
com.github.javahaohao:utils:1.9,javax/mail/BodyPart,3,1
com.github.javahaohao:utils:1.9,javax/mail/Message$RecipientType,5,1
com.github.javahaohao:utils:1.9,javax/mail/Multipart,3,1
com.github.javahaohao:utils:1.9,javax/mail/Session,4,1
com.github.javahaohao:utils:1.9,javax/mail/Transport,3,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/internet/InternetAddress,5,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/internet/MimeBodyPart,2,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/internet/MimeMessage,11,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/internet/MimeMultipart,1,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/internet/MimeUtility,1,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/BodyPart,3,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/Message$RecipientType,5,1
com.github.javahaohao:utils:1.5-RELEASE,javax/mail/Multipart,3,1
